"DateTime_hr","PAR","Tair_al","VPD"
2016-10-31 04:30:00,0,18.2997756004333,0.71966892000656
2016-10-31 04:30:00,0,21.2511434555053,0.889578034620655
2016-10-31 04:30:00,1.4,18.1531686782837,0.742916377151121
2016-10-31 04:30:00,3.4,17.996511777242,0.827080044935261
2016-10-31 04:30:00,3.4,20.8510007858276,0.866255783329222
2016-10-31 04:30:00,0,21.2662777900696,0.901648384808912
2016-10-31 05:00:00,25.7,16.5521943569183,0.586414368372982
2016-10-31 05:00:00,25.7,19.5599136352539,0.810545944622682
2016-10-31 05:00:00,33.7,16.1489233970643,0.584039884762582
2016-10-31 05:00:00,41.5,16.0371077855428,0.675701801655792
2016-10-31 05:00:00,41.5,19.0542669296265,0.734225740828453
2016-10-31 05:00:00,18.4,19.9259591102601,0.789045750502709
2016-10-31 05:30:00,67.7,15.2852413654327,0.525540243380325
2016-10-31 05:30:00,67.7,18.8545241355896,0.621409476251236
2016-10-31 05:30:00,75.6,15.8634338378906,0.572438346889538
2016-10-31 05:30:00,77.3,15.6627869606018,0.612564536401471
2016-10-31 05:30:00,77.3,18.5001955032348,0.670352814526091
2016-10-31 05:30:00,61.8,18.5745029449462,0.649425756304723
2016-10-31 06:00:00,92.9,15.8180856704712,0.591909655749601
2016-10-31 06:00:00,92.9,19.5297527313232,0.695099444524228
2016-10-31 06:00:00,96.1,16.4520106315613,0.543069262106558
2016-10-31 06:00:00,99.8,15.3449110984802,0.651364021220836
2016-10-31 06:00:00,99.8,20.3768281936646,0.686635659185453
2016-10-31 06:00:00,89.7,19.1410531997681,0.671075025506321
2016-10-31 06:30:00,113.8,17.5412135124206,0.676951838452665
2016-10-31 06:30:00,113.8,20.4663367271423,0.692400763370148
2016-10-31 06:30:00,113.8,17.1577954292298,0.583800793955116
2016-10-31 06:30:00,127.5,17.2427161534628,0.697803029230186
2016-10-31 06:30:00,127.5,19.9677028656006,0.740050890352362
2016-10-31 06:30:00,113.6,20.1256165504455,0.696230310547136
2016-10-31 07:00:00,254.6,17.9509735107422,0.900415085598084
2016-10-31 07:00:00,254.6,20.5447807312012,0.901464115857052
2016-10-31 07:00:00,472.7,17.717339515686,0.787361793722329
2016-10-31 07:00:00,508.9,17.7471551895141,0.789393792399763
2016-10-31 07:00:00,508.9,20.7967472076417,0.975991332592649
2016-10-31 07:00:00,144.5,20.6087203025818,0.825508204409767
2016-10-31 07:30:00,948.1,22.1778655052185,1.28429639865044
2016-10-31 07:30:00,948.1,23.200569152832,1.19794537453192
2016-10-31 07:30:00,982.9,23.9546298980712,1.32405899982064
2016-10-31 07:30:00,1018.2,22.3740097681682,1.20349289344731
2016-10-31 07:30:00,1018.2,23.6421279907226,1.26714456484025
2016-10-31 07:30:00,913.4,22.4319434165955,1.0160709745595
2016-10-31 08:00:00,1152.9,23.90012550354,1.51980123256729
2016-10-31 08:00:00,1152.9,23.7692441940307,1.41090136508666
2016-10-31 08:00:00,1185,24.0423603057861,1.46165468172881
2016-10-31 08:00:00,1214.8,20.7294279734293,1.26561871530558
2016-10-31 08:00:00,1214.8,24.134979724884,1.421477628389
2016-10-31 08:00:00,1119.4,23.7718076705932,1.26347481312914
2016-10-31 08:30:00,1336.9,29.3792114257812,1.98732124993964
2016-10-31 08:30:00,1336.9,28.9825768470765,1.97287310464668
2016-10-31 08:30:00,1364.1,29.9948596954345,2.130943956967
2016-10-31 08:30:00,1391.4,28.1982682545979,2.05498154429111
2016-10-31 08:30:00,1432.8,30.1224412918091,2.13405980369015
2016-10-31 08:30:00,1305.6,27.1760597229004,1.66684510833766
2016-10-31 09:00:00,1495.4,30.1389355659485,2.29689059743656
